1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
312, icy, minecraft:snowy_plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
313, icy, minecraft:snowy_plains, MONSTER, minecraft:skeleton, 20, 4, 4
314, icy, minecraft:snowy_plains, MONSTER, minecraft:slime, 50, 4, 4
315, icy, minecraft:snowy_plains, MONSTER, minecraft:enderman, 15, 1, 4
316, icy, minecraft:snowy_plains, MONSTER, minecraft:stray, 70, 4, 4
317, icy, minecraft:snowy_plains, MONSTER, rottencreatures:frostbitten, 70, 4, 4
318, icy, minecraft:snowy_plains, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
319, icy, minecraft:snowy_plains, MONSTER, rottencreatures:undead_miner, 25, 1, 4
320, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:rancher, 30, 1, 2
321, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:frigid, 65, 1, 2
322, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
323, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
324, icy, minecraft:snowy_plains, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
325, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
326, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
327, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
328, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
329, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
330, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
331, icy, minecraft:snowy_plains, MONSTER, savage_and_ravage:skeleton_villager, 1, 1, 1
332, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
333, icy, minecraft:snowy_plains, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
334, icy, minecraft:snowy_plains, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
335, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thespectre, 10, 2, 4
336, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
337, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
338, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:sucker, 7, 2, 3
339, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
340, icy, minecraft:snowy_plains, MONSTER, minecraft:illusioner, 15, 1, 1
341, icy, minecraft:snowy_plains, MONSTER, majruszsdifficulty:tank, 3, 1, 1
342, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:meature, 3, 1, 4
343, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
344, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
345, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
346, icy, minecraft:snowy_plains, MONSTER, quark:stoneling, 70, 1, 1
347, icy, minecraft:snowy_plains, MONSTER, quark:toretoise, 40, 2, 4
348, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
349, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thehunter, 6, 2, 4
350, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:bomber, 7, 1, 2
351, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thegliter, 20, 2, 4
352, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
353, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
354, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thebidy, 1, 3, 4
355, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
356, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:ghoul, 25, 1, 1
357, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:theheavy, 1, 1, 1
358, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
359, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
360, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:gabble, 15, 1, 1
361, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thespitter, 7, 1, 1
362, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:crawler, 35, 1, 1
363, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
364, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
365, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thewolf, 4, 1, 2
366, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:silverking, 30, 1, 1
367, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
368, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:petriman, 35, 1, 3
369, icy, minecraft:snowy_plains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
370, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:spectre, 50, 1, 1
371, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
372, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
373, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:sprinter, 25, 1, 1
374, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
375, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:equestrian, 15, 1, 1
376, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:vampire, 13, 1, 1
377, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:theordure, 4, 1, 1
378, icy, minecraft:snowy_plains, MONSTER, savage_and_ravage:iceologer, 8, 1, 1
379, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:senior, 18, 1, 1
380, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
381, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:slugger, 20, 1, 1
382, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
383, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:tarantula, 40, 1, 1
384, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
385, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
386, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:slaveman, 1, 1, 1
387, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:caster, 10, 1, 1
388, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
389, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
390, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
391, icy, minecraft:snowy_plains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
392, icy, minecraft:snowy_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
393, icy, minecraft:snowy_plains, MONSTER, alexsmobs:murmur, 5, 1, 1
394, icy, minecraft:snowy_plains, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
395, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
396, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
397, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
398, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
399, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
400, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:errant, 30, 1, 2
401, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
402, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
403, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:gallant, 25, 1, 1
404, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
405, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
406, icy, minecraft:snowy_plains, MONSTER, enemyexpansion:goblin, 35, 1, 3
407, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
408, icy, minecraft:snowy_plains, CREATURE, minecraft:rabbit, 10, 2, 3
409, icy, minecraft:snowy_plains, CREATURE, minecraft:polar_bear, 1, 1, 2
410, icy, minecraft:snowy_plains, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
411, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
412, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
413, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:albino_cow, 6, 3, 6
414, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:cream_cow, 6, 3, 6
415, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:teacup_pig, 5, 3, 6
416, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:hyper_rabbit, 5, 3, 4
417, icy, minecraft:snowy_plains, CREATURE, earthmobsmod:jumbo_rabbit, 5, 3, 4
418, icy, minecraft:snowy_plains, CREATURE, enemyexpansion:boar, 15, 1, 3
419, icy, minecraft:snowy_plains, CREATURE, cnb:yeti, 12, 2, 3
420, icy, minecraft:snowy_plains, CREATURE, alexsmobs:moose, 9, 3, 4
421, icy, minecraft:snowy_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
422, icy, minecraft:snowy_plains, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
423, icy, minecraft:snowy_plains, CREATURE, alexsmobs:crow, 10, 3, 5
424, icy, minecraft:snowy_plains, CREATURE, alexsmobs:tusklin, 18, 3, 5
425, icy, minecraft:snowy_plains, CREATURE, alexsmobs:bison, 9, 6, 10
426, icy, minecraft:snowy_plains, AMBIENT, minecraft:bat, 5, 8, 8
427, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:fly, 3, 1, 1
428, icy, minecraft:snowy_plains, AMBIENT, alexsmobs:cockroach, 4, 5, 5
429, icy, minecraft:snowy_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
430, icy, minecraft:snowy_plains, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
431, icy, minecraft:snowy_plains, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
432, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
433, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
434, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
435, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
436, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
437, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
438, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
439, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
440, icy, minecraft:snowy_plains, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
441, icy, minecraft:snowy_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
442, icy, minecraft:snowy_plains, rascals, friendsandfoes:rascal, 5, 1, 1
443, none, minecraft:ice_spikes, MONSTER, minecraft:spider, 70, 4, 4
444, none, minecraft:ice_spikes, MONSTER, minecraft:zombie, 70, 4, 4
445, none, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
446, none, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
447, none, minecraft:ice_spikes, MONSTER, minecraft:slime, 50, 4, 4
448, none, minecraft:ice_spikes, MONSTER, minecraft:enderman, 15, 1, 4
449, none, minecraft:ice_spikes, MONSTER, minecraft:stray, 70, 4, 4
450, none, minecraft:ice_spikes, MONSTER, rottencreatures:frostbitten, 70, 4, 4
451, none, minecraft:ice_spikes, MONSTER, rottencreatures:glacial_hunter, 20, 1, 3
452, none, minecraft:ice_spikes, MONSTER, rottencreatures:undead_miner, 25, 1, 4
453, none, minecraft:ice_spikes, MONSTER, enemyexpansion:frigid, 65, 1, 2
454, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
455, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
456, none, minecraft:ice_spikes, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
457, none, minecraft:ice_spikes, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
458, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
459, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
460, none, minecraft:ice_spikes, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
461, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
462, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
463, none, minecraft:ice_spikes, MONSTER, savage_and_ravage:skeleton_villager, 1, 1, 1
464, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
465, none, minecraft:ice_spikes, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
466, none, minecraft:ice_spikes, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
467, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
468, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
469, none, minecraft:ice_spikes, MONSTER, undead_revamp2:sucker, 7, 2, 3
470, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
471, none, minecraft:ice_spikes, MONSTER, minecraft:illusioner, 15, 1, 1
472, none, minecraft:ice_spikes, MONSTER, majruszsdifficulty:tank, 3, 1, 1
473, none, minecraft:ice_spikes, MONSTER, enemyexpansion:meature, 3, 1, 4
474, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
475, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
476, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
477, none, minecraft:ice_spikes, MONSTER, quark:stoneling, 70, 1, 1
478, none, minecraft:ice_spikes, MONSTER, quark:toretoise, 40, 2, 4
479, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
480, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thehunter, 6, 2, 4
481, none, minecraft:ice_spikes, MONSTER, undead_revamp2:bomber, 7, 1, 2
482, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thegliter, 20, 2, 4
483, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
484, none, minecraft:ice_spikes, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
485, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thebidy, 1, 3, 4
486, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
487, none, minecraft:ice_spikes, MONSTER, enemyexpansion:ghoul, 25, 1, 1
488, none, minecraft:ice_spikes, MONSTER, undead_revamp2:theheavy, 1, 1, 1
489, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
490, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
491, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thespitter, 7, 1, 1
492, none, minecraft:ice_spikes, MONSTER, enemyexpansion:crawler, 35, 1, 1
493, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
494, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
495, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thewolf, 4, 1, 2
496, none, minecraft:ice_spikes, MONSTER, enemyexpansion:silverking, 30, 1, 1
497, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
498, none, minecraft:ice_spikes, MONSTER, enemyexpansion:petriman, 35, 1, 3
499, none, minecraft:ice_spikes, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
500, none, minecraft:ice_spikes, MONSTER, enemyexpansion:spectre, 50, 1, 1
501, none, minecraft:ice_spikes, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
502, none, minecraft:ice_spikes, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
503, none, minecraft:ice_spikes, MONSTER, enemyexpansion:sprinter, 25, 1, 1
504, none, minecraft:ice_spikes, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
505, none, minecraft:ice_spikes, MONSTER, enemyexpansion:equestrian, 15, 1, 1
506, none, minecraft:ice_spikes, MONSTER, undead_revamp2:theordure, 4, 1, 1
507, none, minecraft:ice_spikes, MONSTER, savage_and_ravage:iceologer, 8, 1, 1
508, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
509, none, minecraft:ice_spikes, MONSTER, enemyexpansion:slugger, 20, 1, 1
510, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
511, none, minecraft:ice_spikes, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
512, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
513, none, minecraft:ice_spikes, MONSTER, undead_revamp2:slaveman, 1, 1, 1
514, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
515, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
516, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
517, none, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 8, 1, 1
518, none, minecraft:ice_spikes, MONSTER, alexsmobs:farseer, 30, 1, 1
519, none, minecraft:ice_spikes, MONSTER, alexsmobs:murmur, 5, 1, 1
520, none, minecraft:ice_spikes, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
521, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
522, none, minecraft:ice_spikes, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
523, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
524, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
525, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
526, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
527, none, minecraft:ice_spikes, MONSTER, enemyexpansion:gallant, 25, 1, 1
528, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
529, none, minecraft:ice_spikes, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
530, none, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
531, none, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
532, none, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 1, 1, 2
533, none, minecraft:ice_spikes, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
534, none, minecraft:ice_spikes, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
535, none, minecraft:ice_spikes, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
536, none, minecraft:ice_spikes, CREATURE, enemyexpansion:boar, 15, 1, 3
537, none, minecraft:ice_spikes, CREATURE, cnb:yeti, 12, 2, 3
538, none, minecraft:ice_spikes, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
539, none, minecraft:ice_spikes, CREATURE, alexsmobs:froststalker, 20, 5, 7
540, none, minecraft:ice_spikes, CREATURE, alexsmobs:tusklin, 18, 3, 5
541, none, minecraft:ice_spikes, AMBIENT, minecraft:bat, 5, 8, 8
542, none, minecraft:ice_spikes, AMBIENT, alexsmobs:fly, 3, 1, 1
543, none, minecraft:ice_spikes, AMBIENT, alexsmobs:cockroach, 4, 5, 5
544, none, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
545, none, minecraft:ice_spikes, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
546, none, minecraft:ice_spikes, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
547, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
548, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
549, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
550, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
551, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
552, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
553, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
554, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
555, none, minecraft:ice_spikes, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
556, none, minecraft:ice_spikes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
557, none, minecraft:ice_spikes, rascals, friendsandfoes:rascal, 5, 1, 1
558, desert, minecraft:desert, MONSTER, minecraft:spider, 70, 4, 4
559, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 4, 4
560, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 1, 1, 1
561, desert, minecraft:desert, MONSTER, minecraft:skeleton, 70, 4, 4
562, desert, minecraft:desert, MONSTER, minecraft:slime, 50, 4, 4
563, desert, minecraft:desert, MONSTER, minecraft:enderman, 15, 1, 4
564, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
565, desert, minecraft:desert, MONSTER, minecraft:husk, 70, 4, 4
566, desert, minecraft:desert, MONSTER, rottencreatures:undead_miner, 25, 1, 4
567, desert, minecraft:desert, MONSTER, rottencreatures:mummy, 5, 1, 3
568, desert, minecraft:desert, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
569, desert, minecraft:desert, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
570, desert, minecraft:desert, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
571, desert, minecraft:desert, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
572, desert, minecraft:desert, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
573, desert, minecraft:desert, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
